"","Junction","Vehicles","day","month","year","hour","weekday_num","workday","weekend","hour_inc"
"5744",1,23,"27","06","2016","07","1",1,0,5744
"5745",1,27,"27","06","2016","08","1",1,0,5745
"5746",1,34,"27","06","2016","09","1",1,0,5746
"5747",1,43,"27","06","2016","10","1",1,0,5747
"5748",1,57,"27","06","2016","11","1",1,0,5748
"5749",1,62,"27","06","2016","12","1",1,0,5749
"5750",1,52,"27","06","2016","13","1",1,0,5750
"5751",1,59,"27","06","2016","14","1",1,0,5751
"5752",1,57,"27","06","2016","15","1",1,0,5752
"5753",1,56,"27","06","2016","16","1",1,0,5753
"5754",1,54,"27","06","2016","17","1",1,0,5754
"5755",1,55,"27","06","2016","18","1",1,0,5755
"5756",1,60,"27","06","2016","19","1",1,0,5756
"5757",1,58,"27","06","2016","20","1",1,0,5757
"5758",1,50,"27","06","2016","21","1",1,0,5758
"5759",1,50,"27","06","2016","22","1",1,0,5759
"5760",1,45,"27","06","2016","23","1",1,0,5760
"5761",1,42,"28","06","2016","00","2",1,0,5761
"5762",1,33,"28","06","2016","01","2",1,0,5762
"5763",1,29,"28","06","2016","02","2",1,0,5763
"5764",1,24,"28","06","2016","03","2",1,0,5764
"5765",1,22,"28","06","2016","04","2",1,0,5765
"5766",1,19,"28","06","2016","05","2",1,0,5766
"5767",1,24,"28","06","2016","06","2",1,0,5767
"5768",1,23,"28","06","2016","07","2",1,0,5768
"5769",1,31,"28","06","2016","08","2",1,0,5769
"5770",1,33,"28","06","2016","09","2",1,0,5770
"5771",1,49,"28","06","2016","10","2",1,0,5771
"5772",1,55,"28","06","2016","11","2",1,0,5772
"5773",1,55,"28","06","2016","12","2",1,0,5773
"5774",1,53,"28","06","2016","13","2",1,0,5774
"5775",1,56,"28","06","2016","14","2",1,0,5775
"5776",1,60,"28","06","2016","15","2",1,0,5776
"5777",1,52,"28","06","2016","16","2",1,0,5777
"5778",1,55,"28","06","2016","17","2",1,0,5778
"5779",1,60,"28","06","2016","18","2",1,0,5779
"5780",1,58,"28","06","2016","19","2",1,0,5780
"5781",1,56,"28","06","2016","20","2",1,0,5781
"5782",1,50,"28","06","2016","21","2",1,0,5782
"5783",1,49,"28","06","2016","22","2",1,0,5783
"5784",1,47,"28","06","2016","23","2",1,0,5784
"5785",1,40,"29","06","2016","00","3",1,0,5785
"5786",1,34,"29","06","2016","01","3",1,0,5786
"5787",1,31,"29","06","2016","02","3",1,0,5787
"5788",1,23,"29","06","2016","03","3",1,0,5788
"5789",1,23,"29","06","2016","04","3",1,0,5789
"5790",1,20,"29","06","2016","05","3",1,0,5790
"5791",1,22,"29","06","2016","06","3",1,0,5791
"5792",1,25,"29","06","2016","07","3",1,0,5792
"5793",1,30,"29","06","2016","08","3",1,0,5793
"5794",1,38,"29","06","2016","09","3",1,0,5794
"5795",1,50,"29","06","2016","10","3",1,0,5795
"5796",1,76,"29","06","2016","11","3",1,0,5796
"5797",1,70,"29","06","2016","12","3",1,0,5797
"5798",1,63,"29","06","2016","13","3",1,0,5798
"5799",1,64,"29","06","2016","14","3",1,0,5799
"5800",1,61,"29","06","2016","15","3",1,0,5800
"5801",1,60,"29","06","2016","16","3",1,0,5801
"5802",1,55,"29","06","2016","17","3",1,0,5802
"5803",1,64,"29","06","2016","18","3",1,0,5803
"5804",1,64,"29","06","2016","19","3",1,0,5804
"5805",1,52,"29","06","2016","20","3",1,0,5805
"5806",1,52,"29","06","2016","21","3",1,0,5806
"5807",1,56,"29","06","2016","22","3",1,0,5807
"5808",1,49,"29","06","2016","23","3",1,0,5808
"5809",1,46,"30","06","2016","00","4",1,0,5809
"5810",1,38,"30","06","2016","01","4",1,0,5810
"5811",1,32,"30","06","2016","02","4",1,0,5811
"5812",1,25,"30","06","2016","03","4",1,0,5812
"5813",1,24,"30","06","2016","04","4",1,0,5813
"5814",1,19,"30","06","2016","05","4",1,0,5814
"5815",1,25,"30","06","2016","06","4",1,0,5815
"5816",1,26,"30","06","2016","07","4",1,0,5816
"5817",1,30,"30","06","2016","08","4",1,0,5817
"5818",1,36,"30","06","2016","09","4",1,0,5818
"5819",1,51,"30","06","2016","10","4",1,0,5819
"5820",1,56,"30","06","2016","11","4",1,0,5820
"5821",1,58,"30","06","2016","12","4",1,0,5821
"5822",1,55,"30","06","2016","13","4",1,0,5822
"5823",1,58,"30","06","2016","14","4",1,0,5823
"5824",1,54,"30","06","2016","15","4",1,0,5824
"5825",1,49,"30","06","2016","16","4",1,0,5825
"5826",1,56,"30","06","2016","17","4",1,0,5826
"5827",1,58,"30","06","2016","18","4",1,0,5827
"5828",1,60,"30","06","2016","19","4",1,0,5828
"5829",1,55,"30","06","2016","20","4",1,0,5829
"5830",1,50,"30","06","2016","21","4",1,0,5830
"5831",1,50,"30","06","2016","22","4",1,0,5831
"5832",1,46,"30","06","2016","23","4",1,0,5832
"5833",1,39,"01","07","2016","00","5",1,0,5833
"5834",1,34,"01","07","2016","01","5",1,0,5834
"5835",1,33,"01","07","2016","02","5",1,0,5835
"5836",1,24,"01","07","2016","03","5",1,0,5836
"5837",1,21,"01","07","2016","04","5",1,0,5837
"5838",1,18,"01","07","2016","05","5",1,0,5838
"5839",1,24,"01","07","2016","06","5",1,0,5839
"5840",1,23,"01","07","2016","07","5",1,0,5840
"5841",1,29,"01","07","2016","08","5",1,0,5841
"5842",1,33,"01","07","2016","09","5",1,0,5842
"5843",1,53,"01","07","2016","10","5",1,0,5843
"5844",1,64,"01","07","2016","11","5",1,0,5844
"5845",1,61,"01","07","2016","12","5",1,0,5845
"5846",1,48,"01","07","2016","13","5",1,0,5846
"5847",1,58,"01","07","2016","14","5",1,0,5847
"5848",1,50,"01","07","2016","15","5",1,0,5848
"5849",1,50,"01","07","2016","16","5",1,0,5849
"5850",1,51,"01","07","2016","17","5",1,0,5850
"5851",1,47,"01","07","2016","18","5",1,0,5851
"5852",1,49,"01","07","2016","19","5",1,0,5852
"5853",1,55,"01","07","2016","20","5",1,0,5853
"5854",1,47,"01","07","2016","21","5",1,0,5854
"5855",1,41,"01","07","2016","22","5",1,0,5855
"5856",1,37,"01","07","2016","23","5",1,0,5856
"5857",1,32,"02","07","2016","00","6",0,1,5857
"5858",1,26,"02","07","2016","01","6",0,1,5858
"5859",1,26,"02","07","2016","02","6",0,1,5859
"5860",1,24,"02","07","2016","03","6",0,1,5860
"5861",1,16,"02","07","2016","04","6",0,1,5861
"5862",1,17,"02","07","2016","05","6",0,1,5862
"5863",1,17,"02","07","2016","06","6",0,1,5863
"5864",1,19,"02","07","2016","07","6",0,1,5864
"5865",1,20,"02","07","2016","08","6",0,1,5865
"5866",1,23,"02","07","2016","09","6",0,1,5866
"5867",1,28,"02","07","2016","10","6",0,1,5867
"5868",1,29,"02","07","2016","11","6",0,1,5868
"5869",1,31,"02","07","2016","12","6",0,1,5869
"5870",1,30,"02","07","2016","13","6",0,1,5870
"5871",1,30,"02","07","2016","14","6",0,1,5871
"5872",1,30,"02","07","2016","15","6",0,1,5872
"5873",1,26,"02","07","2016","16","6",0,1,5873
"5874",1,29,"02","07","2016","17","6",0,1,5874
"5875",1,28,"02","07","2016","18","6",0,1,5875
"5876",1,32,"02","07","2016","19","6",0,1,5876
"5877",1,34,"02","07","2016","20","6",0,1,5877
"5878",1,36,"02","07","2016","21","6",0,1,5878
"5879",1,32,"02","07","2016","22","6",0,1,5879
"5880",1,33,"02","07","2016","23","6",0,1,5880
"5881",1,30,"03","07","2016","00","7",0,1,5881
"5882",1,23,"03","07","2016","01","7",0,1,5882
"5883",1,20,"03","07","2016","02","7",0,1,5883
"5884",1,15,"03","07","2016","03","7",0,1,5884
"5885",1,18,"03","07","2016","04","7",0,1,5885
"5886",1,15,"03","07","2016","05","7",0,1,5886
"5887",1,14,"03","07","2016","06","7",0,1,5887
"5888",1,13,"03","07","2016","07","7",0,1,5888
"5889",1,15,"03","07","2016","08","7",0,1,5889
"5890",1,21,"03","07","2016","09","7",0,1,5890
"5891",1,26,"03","07","2016","10","7",0,1,5891
"5892",1,25,"03","07","2016","11","7",0,1,5892
"5893",1,26,"03","07","2016","12","7",0,1,5893
"5894",1,28,"03","07","2016","13","7",0,1,5894
"5895",1,24,"03","07","2016","14","7",0,1,5895
"5896",1,26,"03","07","2016","15","7",0,1,5896
"5897",1,27,"03","07","2016","16","7",0,1,5897
"5898",1,29,"03","07","2016","17","7",0,1,5898
"5899",1,34,"03","07","2016","18","7",0,1,5899
"5900",1,36,"03","07","2016","19","7",0,1,5900
"5901",1,38,"03","07","2016","20","7",0,1,5901
"5902",1,33,"03","07","2016","21","7",0,1,5902
"5903",1,32,"03","07","2016","22","7",0,1,5903
"5904",1,35,"03","07","2016","23","7",0,1,5904
"5905",1,30,"04","07","2016","00","1",1,0,5905
"5906",1,19,"04","07","2016","01","1",1,0,5906
"5907",1,19,"04","07","2016","02","1",1,0,5907
"5908",1,18,"04","07","2016","03","1",1,0,5908
"5909",1,19,"04","07","2016","04","1",1,0,5909
"5910",1,14,"04","07","2016","05","1",1,0,5910
"5911",1,17,"04","07","2016","06","1",1,0,5911
"5912",1,22,"04","07","2016","07","1",1,0,5912
"5913",1,23,"04","07","2016","08","1",1,0,5913
"5914",1,33,"04","07","2016","09","1",1,0,5914
"5915",1,42,"04","07","2016","10","1",1,0,5915
"5916",1,67,"04","07","2016","11","1",1,0,5916
"5917",1,63,"04","07","2016","12","1",1,0,5917
"5918",1,52,"04","07","2016","13","1",1,0,5918
"5919",1,58,"04","07","2016","14","1",1,0,5919
"5920",1,59,"04","07","2016","15","1",1,0,5920
"5921",1,51,"04","07","2016","16","1",1,0,5921
"5922",1,52,"04","07","2016","17","1",1,0,5922
"5923",1,51,"04","07","2016","18","1",1,0,5923
"5924",1,49,"04","07","2016","19","1",1,0,5924
"5925",1,47,"04","07","2016","20","1",1,0,5925
"5926",1,45,"04","07","2016","21","1",1,0,5926
"5927",1,43,"04","07","2016","22","1",1,0,5927
"5928",1,40,"04","07","2016","23","1",1,0,5928
"5929",1,33,"05","07","2016","00","2",1,0,5929
"5930",1,28,"05","07","2016","01","2",1,0,5930
"5931",1,25,"05","07","2016","02","2",1,0,5931
"5932",1,17,"05","07","2016","03","2",1,0,5932
"5933",1,21,"05","07","2016","04","2",1,0,5933
"5934",1,17,"05","07","2016","05","2",1,0,5934
"5935",1,20,"05","07","2016","06","2",1,0,5935
"5936",1,24,"05","07","2016","07","2",1,0,5936
"5937",1,25,"05","07","2016","08","2",1,0,5937
"5938",1,34,"05","07","2016","09","2",1,0,5938
"5939",1,45,"05","07","2016","10","2",1,0,5939
"5940",1,55,"05","07","2016","11","2",1,0,5940
"5941",1,60,"05","07","2016","12","2",1,0,5941
"5942",1,52,"05","07","2016","13","2",1,0,5942
"5943",1,57,"05","07","2016","14","2",1,0,5943
"5944",1,54,"05","07","2016","15","2",1,0,5944
"5945",1,52,"05","07","2016","16","2",1,0,5945
"5946",1,52,"05","07","2016","17","2",1,0,5946
"5947",1,59,"05","07","2016","18","2",1,0,5947
"5948",1,51,"05","07","2016","19","2",1,0,5948
"5949",1,52,"05","07","2016","20","2",1,0,5949
"5950",1,49,"05","07","2016","21","2",1,0,5950
"5951",1,45,"05","07","2016","22","2",1,0,5951
"5952",1,46,"05","07","2016","23","2",1,0,5952
"5953",1,42,"06","07","2016","00","3",1,0,5953
"5954",1,35,"06","07","2016","01","3",1,0,5954
"5955",1,30,"06","07","2016","02","3",1,0,5955
"5956",1,24,"06","07","2016","03","3",1,0,5956
"5957",1,21,"06","07","2016","04","3",1,0,5957
"5958",1,17,"06","07","2016","05","3",1,0,5958
"5959",1,18,"06","07","2016","06","3",1,0,5959
"5960",1,24,"06","07","2016","07","3",1,0,5960
"5961",1,23,"06","07","2016","08","3",1,0,5961
"5962",1,35,"06","07","2016","09","3",1,0,5962
"5963",1,38,"06","07","2016","10","3",1,0,5963
"5964",1,46,"06","07","2016","11","3",1,0,5964
"5965",1,48,"06","07","2016","12","3",1,0,5965
"5966",1,44,"06","07","2016","13","3",1,0,5966
"5967",1,41,"06","07","2016","14","3",1,0,5967
"5968",1,42,"06","07","2016","15","3",1,0,5968
"5969",1,43,"06","07","2016","16","3",1,0,5969
"5970",1,49,"06","07","2016","17","3",1,0,5970
"5971",1,48,"06","07","2016","18","3",1,0,5971
"5972",1,55,"06","07","2016","19","3",1,0,5972
"5973",1,55,"06","07","2016","20","3",1,0,5973
"5974",1,48,"06","07","2016","21","3",1,0,5974
"5975",1,44,"06","07","2016","22","3",1,0,5975
"5976",1,46,"06","07","2016","23","3",1,0,5976
"5977",1,41,"07","07","2016","00","4",1,0,5977
"5978",1,33,"07","07","2016","01","4",1,0,5978
"5979",1,30,"07","07","2016","02","4",1,0,5979
"5980",1,23,"07","07","2016","03","4",1,0,5980
"5981",1,22,"07","07","2016","04","4",1,0,5981
"5982",1,22,"07","07","2016","05","4",1,0,5982
"5983",1,22,"07","07","2016","06","4",1,0,5983
"5984",1,25,"07","07","2016","07","4",1,0,5984
"5985",1,23,"07","07","2016","08","4",1,0,5985
"5986",1,29,"07","07","2016","09","4",1,0,5986
"5987",1,44,"07","07","2016","10","4",1,0,5987
"5988",1,53,"07","07","2016","11","4",1,0,5988
"5989",1,55,"07","07","2016","12","4",1,0,5989
"5990",1,46,"07","07","2016","13","4",1,0,5990
"5991",1,47,"07","07","2016","14","4",1,0,5991
"5992",1,51,"07","07","2016","15","4",1,0,5992
"5993",1,50,"07","07","2016","16","4",1,0,5993
"5994",1,49,"07","07","2016","17","4",1,0,5994
"5995",1,52,"07","07","2016","18","4",1,0,5995
"5996",1,55,"07","07","2016","19","4",1,0,5996
"5997",1,48,"07","07","2016","20","4",1,0,5997
"5998",1,45,"07","07","2016","21","4",1,0,5998
"5999",1,42,"07","07","2016","22","4",1,0,5999
"6000",1,41,"07","07","2016","23","4",1,0,6000
"6001",1,38,"08","07","2016","00","5",1,0,6001
"6002",1,32,"08","07","2016","01","5",1,0,6002
"6003",1,26,"08","07","2016","02","5",1,0,6003
"6004",1,27,"08","07","2016","03","5",1,0,6004
"6005",1,20,"08","07","2016","04","5",1,0,6005
"6006",1,15,"08","07","2016","05","5",1,0,6006
"6007",1,20,"08","07","2016","06","5",1,0,6007
"6008",1,24,"08","07","2016","07","5",1,0,6008
"6009",1,25,"08","07","2016","08","5",1,0,6009
"6010",1,33,"08","07","2016","09","5",1,0,6010
"6011",1,43,"08","07","2016","10","5",1,0,6011
"6012",1,48,"08","07","2016","11","5",1,0,6012
"6013",1,53,"08","07","2016","12","5",1,0,6013
"6014",1,46,"08","07","2016","13","5",1,0,6014
"6015",1,50,"08","07","2016","14","5",1,0,6015
"6016",1,49,"08","07","2016","15","5",1,0,6016
"6017",1,49,"08","07","2016","16","5",1,0,6017
"6018",1,43,"08","07","2016","17","5",1,0,6018
"6019",1,48,"08","07","2016","18","5",1,0,6019
"6020",1,50,"08","07","2016","19","5",1,0,6020
"6021",1,47,"08","07","2016","20","5",1,0,6021
"6022",1,43,"08","07","2016","21","5",1,0,6022
"6023",1,46,"08","07","2016","22","5",1,0,6023
"6024",1,43,"08","07","2016","23","5",1,0,6024
"6025",1,42,"09","07","2016","00","6",0,1,6025
"6026",1,31,"09","07","2016","01","6",0,1,6026
"6027",1,26,"09","07","2016","02","6",0,1,6027
"6028",1,21,"09","07","2016","03","6",0,1,6028
"6029",1,21,"09","07","2016","04","6",0,1,6029
"6030",1,18,"09","07","2016","05","6",0,1,6030
"6031",1,19,"09","07","2016","06","6",0,1,6031
"6032",1,21,"09","07","2016","07","6",0,1,6032
"6033",1,23,"09","07","2016","08","6",0,1,6033
"6034",1,23,"09","07","2016","09","6",0,1,6034
"6035",1,38,"09","07","2016","10","6",0,1,6035
"6036",1,31,"09","07","2016","11","6",0,1,6036
"6037",1,32,"09","07","2016","12","6",0,1,6037
"6038",1,31,"09","07","2016","13","6",0,1,6038
"6039",1,31,"09","07","2016","14","6",0,1,6039
"6040",1,28,"09","07","2016","15","6",0,1,6040
"6041",1,27,"09","07","2016","16","6",0,1,6041
"6042",1,32,"09","07","2016","17","6",0,1,6042
"6043",1,33,"09","07","2016","18","6",0,1,6043
"6044",1,36,"09","07","2016","19","6",0,1,6044
"6045",1,32,"09","07","2016","20","6",0,1,6045
"6046",1,33,"09","07","2016","21","6",0,1,6046
"6047",1,35,"09","07","2016","22","6",0,1,6047
"6048",1,31,"09","07","2016","23","6",0,1,6048
"6049",1,29,"10","07","2016","00","7",0,1,6049
"6050",1,26,"10","07","2016","01","7",0,1,6050
"6051",1,16,"10","07","2016","02","7",0,1,6051
"6052",1,20,"10","07","2016","03","7",0,1,6052
"6053",1,15,"10","07","2016","04","7",0,1,6053
"6054",1,14,"10","07","2016","05","7",0,1,6054
"6055",1,13,"10","07","2016","06","7",0,1,6055
"6056",1,16,"10","07","2016","07","7",0,1,6056
"6057",1,20,"10","07","2016","08","7",0,1,6057
"6058",1,24,"10","07","2016","09","7",0,1,6058
"6059",1,26,"10","07","2016","10","7",0,1,6059
"6060",1,30,"10","07","2016","11","7",0,1,6060
"6061",1,28,"10","07","2016","12","7",0,1,6061
"6062",1,32,"10","07","2016","13","7",0,1,6062
"6063",1,25,"10","07","2016","14","7",0,1,6063
"6064",1,28,"10","07","2016","15","7",0,1,6064
"6065",1,30,"10","07","2016","16","7",0,1,6065
"6066",1,28,"10","07","2016","17","7",0,1,6066
"6067",1,32,"10","07","2016","18","7",0,1,6067
"6068",1,34,"10","07","2016","19","7",0,1,6068
"6069",1,33,"10","07","2016","20","7",0,1,6069
"6070",1,34,"10","07","2016","21","7",0,1,6070
"6071",1,34,"10","07","2016","22","7",0,1,6071
"6072",1,35,"10","07","2016","23","7",0,1,6072
"6073",1,31,"11","07","2016","00","1",1,0,6073
"6074",1,24,"11","07","2016","01","1",1,0,6074
"6075",1,20,"11","07","2016","02","1",1,0,6075
"6076",1,19,"11","07","2016","03","1",1,0,6076
"6077",1,18,"11","07","2016","04","1",1,0,6077
"6078",1,17,"11","07","2016","05","1",1,0,6078
"6079",1,19,"11","07","2016","06","1",1,0,6079
"6080",1,22,"11","07","2016","07","1",1,0,6080
"6081",1,28,"11","07","2016","08","1",1,0,6081
"6082",1,35,"11","07","2016","09","1",1,0,6082
"6083",1,50,"11","07","2016","10","1",1,0,6083
"6084",1,79,"11","07","2016","11","1",1,0,6084
"6085",1,70,"11","07","2016","12","1",1,0,6085
"6086",1,64,"11","07","2016","13","1",1,0,6086
"6087",1,64,"11","07","2016","14","1",1,0,6087
"6088",1,66,"11","07","2016","15","1",1,0,6088
"6089",1,60,"11","07","2016","16","1",1,0,6089
"6090",1,62,"11","07","2016","17","1",1,0,6090
"6091",1,65,"11","07","2016","18","1",1,0,6091
"6092",1,66,"11","07","2016","19","1",1,0,6092
"6093",1,63,"11","07","2016","20","1",1,0,6093
"6094",1,57,"11","07","2016","21","1",1,0,6094
"6095",1,55,"11","07","2016","22","1",1,0,6095
"6096",1,51,"11","07","2016","23","1",1,0,6096
"6097",1,42,"12","07","2016","00","2",1,0,6097
"6098",1,40,"12","07","2016","01","2",1,0,6098
"6099",1,32,"12","07","2016","02","2",1,0,6099
"6100",1,22,"12","07","2016","03","2",1,0,6100
"6101",1,22,"12","07","2016","04","2",1,0,6101
"6102",1,24,"12","07","2016","05","2",1,0,6102
"6103",1,25,"12","07","2016","06","2",1,0,6103
"6104",1,23,"12","07","2016","07","2",1,0,6104
"6105",1,30,"12","07","2016","08","2",1,0,6105
"6106",1,35,"12","07","2016","09","2",1,0,6106
"6107",1,45,"12","07","2016","10","2",1,0,6107
"6108",1,58,"12","07","2016","11","2",1,0,6108
"6109",1,57,"12","07","2016","12","2",1,0,6109
"6110",1,55,"12","07","2016","13","2",1,0,6110
"6111",1,58,"12","07","2016","14","2",1,0,6111
"6112",1,52,"12","07","2016","15","2",1,0,6112
"6113",1,54,"12","07","2016","16","2",1,0,6113
"6114",1,54,"12","07","2016","17","2",1,0,6114
"6115",1,57,"12","07","2016","18","2",1,0,6115
"6116",1,62,"12","07","2016","19","2",1,0,6116
"6117",1,62,"12","07","2016","20","2",1,0,6117
"6118",1,51,"12","07","2016","21","2",1,0,6118
"6119",1,50,"12","07","2016","22","2",1,0,6119
"6120",1,53,"12","07","2016","23","2",1,0,6120
"6121",1,41,"13","07","2016","00","3",1,0,6121
"6122",1,36,"13","07","2016","01","3",1,0,6122
"6123",1,31,"13","07","2016","02","3",1,0,6123
"6124",1,24,"13","07","2016","03","3",1,0,6124
"6125",1,19,"13","07","2016","04","3",1,0,6125
"6126",1,22,"13","07","2016","05","3",1,0,6126
"6127",1,25,"13","07","2016","06","3",1,0,6127
"6128",1,26,"13","07","2016","07","3",1,0,6128
"6129",1,32,"13","07","2016","08","3",1,0,6129
"6130",1,34,"13","07","2016","09","3",1,0,6130
"6131",1,46,"13","07","2016","10","3",1,0,6131
"6132",1,51,"13","07","2016","11","3",1,0,6132
"6133",1,57,"13","07","2016","12","3",1,0,6133
"6134",1,54,"13","07","2016","13","3",1,0,6134
"6135",1,53,"13","07","2016","14","3",1,0,6135
"6136",1,60,"13","07","2016","15","3",1,0,6136
"6137",1,57,"13","07","2016","16","3",1,0,6137
"6138",1,50,"13","07","2016","17","3",1,0,6138
"6139",1,52,"13","07","2016","18","3",1,0,6139
"6140",1,57,"13","07","2016","19","3",1,0,6140
"6141",1,55,"13","07","2016","20","3",1,0,6141
"6142",1,50,"13","07","2016","21","3",1,0,6142
"6143",1,46,"13","07","2016","22","3",1,0,6143
"6144",1,47,"13","07","2016","23","3",1,0,6144
"6145",1,41,"14","07","2016","00","4",1,0,6145
"6146",1,36,"14","07","2016","01","4",1,0,6146
"6147",1,31,"14","07","2016","02","4",1,0,6147
"6148",1,27,"14","07","2016","03","4",1,0,6148
"6149",1,23,"14","07","2016","04","4",1,0,6149
"6150",1,18,"14","07","2016","05","4",1,0,6150
"6151",1,25,"14","07","2016","06","4",1,0,6151
"6152",1,27,"14","07","2016","07","4",1,0,6152
"6153",1,32,"14","07","2016","08","4",1,0,6153
"6154",1,36,"14","07","2016","09","4",1,0,6154
"6155",1,49,"14","07","2016","10","4",1,0,6155
"6156",1,64,"14","07","2016","11","4",1,0,6156
"6157",1,65,"14","07","2016","12","4",1,0,6157
"6158",1,54,"14","07","2016","13","4",1,0,6158
"6159",1,58,"14","07","2016","14","4",1,0,6159
"6160",1,57,"14","07","2016","15","4",1,0,6160
"6161",1,57,"14","07","2016","16","4",1,0,6161
"6162",1,56,"14","07","2016","17","4",1,0,6162
"6163",1,58,"14","07","2016","18","4",1,0,6163
"6164",1,59,"14","07","2016","19","4",1,0,6164
"6165",1,59,"14","07","2016","20","4",1,0,6165
"6166",1,52,"14","07","2016","21","4",1,0,6166
"6167",1,49,"14","07","2016","22","4",1,0,6167
"6168",1,49,"14","07","2016","23","4",1,0,6168
"6169",1,45,"15","07","2016","00","5",1,0,6169
"6170",1,41,"15","07","2016","01","5",1,0,6170
"6171",1,32,"15","07","2016","02","5",1,0,6171
"6172",1,30,"15","07","2016","03","5",1,0,6172
"6173",1,24,"15","07","2016","04","5",1,0,6173
"6174",1,19,"15","07","2016","05","5",1,0,6174
"6175",1,23,"15","07","2016","06","5",1,0,6175
"6176",1,25,"15","07","2016","07","5",1,0,6176
"6177",1,31,"15","07","2016","08","5",1,0,6177
"6178",1,39,"15","07","2016","09","5",1,0,6178
"6179",1,49,"15","07","2016","10","5",1,0,6179
"6180",1,56,"15","07","2016","11","5",1,0,6180
"6181",1,62,"15","07","2016","12","5",1,0,6181
"6182",1,50,"15","07","2016","13","5",1,0,6182
"6183",1,54,"15","07","2016","14","5",1,0,6183
"6184",1,50,"15","07","2016","15","5",1,0,6184
"6185",1,47,"15","07","2016","16","5",1,0,6185
"6186",1,49,"15","07","2016","17","5",1,0,6186
"6187",1,53,"15","07","2016","18","5",1,0,6187
"6188",1,57,"15","07","2016","19","5",1,0,6188
"6189",1,50,"15","07","2016","20","5",1,0,6189
"6190",1,48,"15","07","2016","21","5",1,0,6190
"6191",1,50,"15","07","2016","22","5",1,0,6191
"6192",1,44,"15","07","2016","23","5",1,0,6192
"6193",1,42,"16","07","2016","00","6",0,1,6193
"6194",1,33,"16","07","2016","01","6",0,1,6194
"6195",1,30,"16","07","2016","02","6",0,1,6195
"6196",1,20,"16","07","2016","03","6",0,1,6196
"6197",1,18,"16","07","2016","04","6",0,1,6197
"6198",1,14,"16","07","2016","05","6",0,1,6198
"6199",1,14,"16","07","2016","06","6",0,1,6199
"6200",1,20,"16","07","2016","07","6",0,1,6200
"6201",1,20,"16","07","2016","08","6",0,1,6201
"6202",1,23,"16","07","2016","09","6",0,1,6202
"6203",1,32,"16","07","2016","10","6",0,1,6203
"6204",1,32,"16","07","2016","11","6",0,1,6204
"6205",1,31,"16","07","2016","12","6",0,1,6205
"6206",1,27,"16","07","2016","13","6",0,1,6206
"6207",1,30,"16","07","2016","14","6",0,1,6207
"6208",1,27,"16","07","2016","15","6",0,1,6208
"6209",1,29,"16","07","2016","16","6",0,1,6209
"6210",1,29,"16","07","2016","17","6",0,1,6210
"6211",1,30,"16","07","2016","18","6",0,1,6211
"6212",1,42,"16","07","2016","19","6",0,1,6212
"6213",1,40,"16","07","2016","20","6",0,1,6213
"6214",1,36,"16","07","2016","21","6",0,1,6214
"6215",1,34,"16","07","2016","22","6",0,1,6215
"6216",1,37,"16","07","2016","23","6",0,1,6216
"6217",1,35,"17","07","2016","00","7",0,1,6217
"6218",1,23,"17","07","2016","01","7",0,1,6218
"6219",1,22,"17","07","2016","02","7",0,1,6219
"6220",1,17,"17","07","2016","03","7",0,1,6220
"6221",1,14,"17","07","2016","04","7",0,1,6221
"6222",1,14,"17","07","2016","05","7",0,1,6222
"6223",1,14,"17","07","2016","06","7",0,1,6223
"6224",1,14,"17","07","2016","07","7",0,1,6224
"6225",1,21,"17","07","2016","08","7",0,1,6225
"6226",1,27,"17","07","2016","09","7",0,1,6226
"6227",1,29,"17","07","2016","10","7",0,1,6227
"6228",1,34,"17","07","2016","11","7",0,1,6228
"6229",1,35,"17","07","2016","12","7",0,1,6229
"6230",1,33,"17","07","2016","13","7",0,1,6230
"6231",1,28,"17","07","2016","14","7",0,1,6231
"6232",1,27,"17","07","2016","15","7",0,1,6232
"6233",1,29,"17","07","2016","16","7",0,1,6233
"6234",1,28,"17","07","2016","17","7",0,1,6234
"6235",1,32,"17","07","2016","18","7",0,1,6235
"6236",1,36,"17","07","2016","19","7",0,1,6236
"6237",1,38,"17","07","2016","20","7",0,1,6237
"6238",1,36,"17","07","2016","21","7",0,1,6238
"6239",1,37,"17","07","2016","22","7",0,1,6239
"6240",1,35,"17","07","2016","23","7",0,1,6240
"6241",1,35,"18","07","2016","00","1",1,0,6241
"6242",1,26,"18","07","2016","01","1",1,0,6242
"6243",1,19,"18","07","2016","02","1",1,0,6243
"6244",1,20,"18","07","2016","03","1",1,0,6244
"6245",1,15,"18","07","2016","04","1",1,0,6245
"6246",1,19,"18","07","2016","05","1",1,0,6246
"6247",1,19,"18","07","2016","06","1",1,0,6247
"6248",1,23,"18","07","2016","07","1",1,0,6248
"6249",1,26,"18","07","2016","08","1",1,0,6249
"6250",1,33,"18","07","2016","09","1",1,0,6250
"6251",1,42,"18","07","2016","10","1",1,0,6251
"6252",1,68,"18","07","2016","11","1",1,0,6252
"6253",1,69,"18","07","2016","12","1",1,0,6253
"6254",1,60,"18","07","2016","13","1",1,0,6254
"6255",1,61,"18","07","2016","14","1",1,0,6255
"6256",1,58,"18","07","2016","15","1",1,0,6256
"6257",1,60,"18","07","2016","16","1",1,0,6257
"6258",1,58,"18","07","2016","17","1",1,0,6258
"6259",1,64,"18","07","2016","18","1",1,0,6259
"6260",1,62,"18","07","2016","19","1",1,0,6260
